geo_area_name,s_1_c_1_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_1_maternity_care_percent,s_1_c_2_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_2_life_saving_commodities_percent,s_1_c_3_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_3_abortion,s_1_c_4_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_4_post_abortion_care_percent,s_1_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_section_1_maternity_care_percent,s_2_c_5_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_5_contraceptive_services_percent,s_2_c_6_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_6_contraceptive_consent_percent,s_2_c_7_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_7_emergency_contraception_percent,s_2_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_section_2_contraceptive_and_family_planning_percent,s_3_c_8_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_8_sexuality_education_curriculum_laws_percent,s_3_c_9_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_9_sexuality_education_curriculum_topics_percent,s_3_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_section_3_sexuality_education_percent,s_4_c_10_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_10_hiv_counselling_and_test_services,s_4_c_11_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_11_hiv_treatment_and_care_services_percent,s_4_c_12_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_12_hiv_confidentiality_percent,s_4_c_13_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_component_13_hpv_vaccine_percent,s_4_extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_section_4_hiv_and_hpv_percent,current_number_of_seats_in_national_parliaments_number,degree_to_which_the_legal_framework_including_customary_law_guarantees_women_s_equal_rights_to_land_ownership_and_or_control_1_no_evidence_to_6_highest_levels_of_guarantees,extent_to_which_countries_have_laws_and_regulations_that_guarantee_full_and_equal_access_to_women_and_men_aged_15_years_and_older_to_sexual_and_reproductive_health_care_information_and_education_percent,legal_frameworks_that_promote_enforce_and_monitor_gender_equality_percentage_of_achievement_0_100_area_2_violence_against_women,legal_frameworks_that_promote_enforce_and_monitor_gender_equality_percentage_of_achievement_0_100_area_1_overarching_legal_frameworks_and_public_life,legal_frameworks_that_promote_enforce_and_monitor_gender_equality_percentage_of_achievement_0_100_area_3_employment_and_economic_benefits,legal_frameworks_that_promote_enforce_and_monitor_gender_equality_percentage_of_achievement_0_100_area_4_marriage_and_family,number_of_seats_held_by_women_in_national_parliaments_number,proportion_of_countries_with_systems_to_track_and_make_public_allocations_for_gender_equality_and_womens_empowerment_percent,proportion_of_elected_seats_held_by_women_in_deliberative_bodies_of_local_government_percent,proportion_of_ever_partnered_women_and_girls_subjected_to_physical_and_or_sexual_violence_by_a_current_or_former_intimate_partner_in_the_previous_12_months_by_age_percent,proportion_of_girls_and_women_aged_15_49_years_who_have_undergone_female_genital_mutilation_cutting_by_age_percent,proportion_of_individuals_who_own_a_mobile_telephone_by_sex_percent,proportion_of_people_with_ownership_or_secure_rights_over_agricultural_land_out_of_total_agricultural_population_by_sex_percent,proportion_of_seats_held_by_women_in_national_parliaments_percent_of_total_number_of_seats,proportion_of_time_spent_on_unpaid_care_work_by_sex_age_and_location_percent,proportion_of_time_spent_on_unpaid_domestic_chores_and_care_work_by_sex_age_and_location_percent,proportion_of_time_spent_on_unpaid_domestic_chores_by_sex_age_and_location_percent,proportion_of_women_aged_20_24_years_who_were_married_or_in_a_union_before_age_15_percent,proportion_of_women_aged_20_24_years_who_were_married_or_in_a_union_before_age_18_percent,proportion_of_women_in_managerial_positions_percent,proportion_of_women_in_senior_and_middle_management_positions_percent,proportion_of_women_who_make_their_own_informed_decisions_regarding_contraceptive_use_percent_of_women_aged_15_49_years,proportion_of_women_who_make_their_own_informed_decisions_regarding_reproductive_health_care_percent_of_women_aged_15_49_years,proportion_of_women_who_make_their_own_informed_decisions_regarding_sexual_relations_percent_of_women_aged_15_49_years,proportion_of_women_who_make_their_own_informed_decisions_regarding_sexual_relations_contraceptive_use_and_reproductive_health_care_percent_of_women_aged_15_49_years,share_of_women_among_owners_or_rights_bearers_of_agricultural_land_by_type_of_tenure_percent
Micronesia_(Federated_States_of),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,0,NA,1.48026,19.950000000000003,NA,NA,NA,0,NA,NA,NA,NA,NA,20.26,18.2,NA,NA,NA,NA,NA
Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,2,0,NA,17.75,NA,NA,NA,10.53,NA,NA,NA,1.9,26.8,36.12,36.5,NA,NA,NA,NA,NA
Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,1,1,NA,12.350000000000001,NA,NA,NA,6.25,NA,NA,NA,NA,NA,29.93,35.5,NA,NA,NA,NA,NA
Papua_New_Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,0,2,NA,28.05,NA,NA,NA,0,NA,NA,NA,8,27.3,18.12,19.3,83.6,86,75.6,56.7,NA
Saint_Kitts_and_Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint_Lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,16.67,NA,NA,NA,3.7,24,57.34,NA,NA,NA,NA,NA,NA
Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,5,1,NA,15.65,NA,NA,NA,10,NA,NA,NA,0.9,7.4,43.09,43,NA,NA,NA,NA,NA
Sao_Tome_and_Principe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,13,NA,NA,16.8,NA,NA,NA,23.64,NA,NA,NA,5.4,28,24.35,NA,78.4,69.4,79.3,46,NA
Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,22.86,NA,NA,NA,NA,NA,41.83,40,NA,NA,NA,NA,NA
Singapore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,28,NA,NA,2.2,NA,88.28893,NA,29.47,NA,NA,NA,0,0.1,37.17,NA,NA,NA,NA,NA,NA
Small_island_developing_States_(SIDS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2313,NA,NA,78.125,54.45076,71.25,79.54545,641,NA,30.07836,12,NA,NA,NA,27.71,NA,NA,NA,5.3,22.4,36.36,NA,NA,NA,NA,NA,NA
Solomon_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,4,2,NA,25.85,NA,NA,NA,8,NA,NA,NA,5.6,21.3,25.66,25.1,NA,NA,NA,NA,NA
Timor-Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,25,1,3.94933,26.4,NA,NA,NA,38.46,NA,NA,NA,2.6,14.9,24.51,24.5,94.1,94.1,43.5,40,NA
Tonga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,2,NA,NA,14.5,NA,NA,NA,7.41,NA,NA,NA,0.4,10.1,41.56,40.3,NA,NA,NA,NA,NA
Trinidad_and_Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,83.33334,70,80,81.81818,11,1,NA,6.55,NA,NA,NA,26.19,NA,NA,NA,2.7,11.2,44.51,NA,NA,NA,NA,NA,NA
Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,1,NA,12.5,17.6,NA,NA,NA,6.25,NA,NA,NA,0,1.8,35.92,36.7,NA,NA,NA,NA,NA
Vanuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,0,NA,10.07752,26.799999999999997,NA,NA,NA,0,NA,NA,NA,2.5,21.4,37.37,22.6,NA,NA,NA,NA,NA
Cook_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.77,56,NA,NA,NA,NA,NA
Guam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New_Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.24138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern_Mariana_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
British_Virgin_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.63860333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curaçao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.20024,NA,NA,NA,NA,NA,NA,NA,50.99,NA,NA,NA,NA,NA,NA
Anguilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.03,NA,NA,NA,NA,NA,NA
Aruba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.75,NA,NA,NA,NA,NA,NA
Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.17,46.1,NA,NA,NA,NA,NA
Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.91,NA,NA,NA,NA,NA,NA
Puerto_Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.07,NA,NA,NA,NA,NA,NA
